City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
Mumbai,2015-02-18,234.0,137.0,149.5,65.1,222.3,17.9,4.87,1.0,60.6,387.7,Very Poor
Chennai,2015-02-18,151.2,166.2,144.7,83.2,81.8,34.7,7.07,28.9,111.6,324.2,Very Poor
Kolkata,2015-02-18,356.3,268.1,120.6,91.2,181.0,19.4,4.37,35.6,101.0,218.1,Poor
Bangalore,2015-02-18,355.2,376.8,59.8,91.9,224.3,11.6,2.71,52.0,31.8,333.3,Very Poor
Delhi,2015-02-19,450.2,576.9,82.2,74.7,74.8,3.1,7.77,81.9,163.1,192.8,Moderate
Mumbai,2015-02-19,215.8,263.0,142.6,99.4,165.3,36.8,0.99,47.9,19.6,373.8,Very Poor
Chennai,2015-02-19,323.6,227.0,15.3,116.0,205.3,46.0,0.39,54.4,69.9,473.6,Severe
Kolkata,2015-02-19,350.5,239.0,173.0,20.9,116.4,45.3,8.29,46.0,198.4,275.6,Poor
Bangalore,2015-02-19,460.0,531.0,30.1,40.0,53.6,48.3,3.97,46.6,58.9,124.4,Moderate
Delhi,2015-02-20,318.0,329.0,6.1,64.2,16.6,41.1,1.94,5.8,60.0,468.0,Severe
Mumbai,2015-02-20,137.2,412.1,29.7,64.0,90.1,11.6,0.4,11.7,112.9,377.6,Very Poor
Chennai,2015-02-20,240.8,445.2,159.7,106.7,40.9,11.9,8.55,28.2,115.8,421.4,Severe
Kolkata,2015-02-20,177.0,301.5,76.0,7.0,40.6,29.0,8.92,39.1,47.4,344.0,Very Poor
Bangalore,2015-02-20,345.0,217.8,151.5,115.1,219.8,7.6,1.17,32.2,174.7,495.0,Severe
Delhi,2015-02-21,121.9,212.9,158.9,49.6,103.8,41.1,0.08,9.6,178.5,301.7,Very Poor
Mumbai,2015-02-21,142.5,131.4,157.5,58.6,168.7,44.4,3.63,51.2,136.9,317.5,Very Poor
Chennai,2015-02-21,484.5,537.8,186.5,142.2,11.3,46.0,1.98,59.6,101.6,162.2,Moderate
Kolkata,2015-02-21,398.8,548.3,73.4,5.9,58.5,30.5,4.36,80.2,73.9,129.3,Moderate
Bangalore,2015-02-21,438.0,510.7,160.2,43.7,65.1,46.5,3.85,23.8,30.4,122.9,Moderate
Delhi,2015-02-22,190.3,388.7,135.2,75.4,65.5,22.8,1.79,28.6,34.3,354.2,Very Poor
Mumbai,2015-02-22,73.7,424.3,60.3,51.7,38.1,35.9,6.15,0.9,55.8,392.9,Very Poor
Chennai,2015-02-22,244.2,63.0,23.5,108.1,63.9,40.9,2.78,54.0,177.8,395.5,Very Poor
Kolkata,2015-02-22,434.1,431.8,176.5,117.4,96.6,30.2,9.85,28.8,106.7,402.1,Severe
Bangalore,2015-02-22,353.4,176.1,177.6,109.3,129.5,0.8,4.88,5.8,51.5,150.9,Moderate
Delhi,2015-02-23,318.1,553.9,184.9,62.7,13.2,15.4,7.9,62.8,166.5,468.1,Severe
Mumbai,2015-02-23,384.0,454.2,151.5,145.4,117.9,6.9,6.99,86.8,68.6,434.3,Severe
Chennai,2015-02-23,60.7,418.2,85.2,38.1,89.1,24.3,4.79,0.9,118.6,385.2,Very Poor
Kolkata,2015-02-23,415.9,313.2,144.4,18.7,100.8,7.6,0.62,15.7,7.8,263.2,Poor
Bangalore,2015-02-23,159.9,326.1,132.7,33.0,104.3,13.1,8.86,27.4,139.6,330.9,Very Poor
Delhi,2015-02-24,199.8,131.5,21.7,148.8,68.4,32.5,1.49,40.6,77.0,361.5,Very Poor
Mumbai,2015-02-24,333.4,167.8,47.0,55.6,217.5,50.0,4.94,25.7,14.5,483.4,Severe
Chennai,2015-02-24,403.2,152.7,194.1,97.2,55.5,18.0,0.74,24.8,141.0,160.1,Moderate
Kolkata,2015-02-24,149.5,572.0,61.9,68.0,151.8,47.1,0.91,99.4,162.4,322.9,Very Poor
Bangalore,2015-02-24,39.4,414.2,64.5,35.7,70.1,49.2,6.17,31.8,96.6,380.2,Very Poor
Delhi,2015-02-25,169.2,458.8,166.7,47.3,182.0,38.4,5.76,5.3,39.1,440.9,Severe
Mumbai,2015-02-25,258.2,547.7,185.0,131.4,176.7,17.5,6.35,28.2,3.2,408.2,Severe
Chennai,2015-02-25,214.2,378.4,144.0,53.1,119.4,12.3,3.45,53.8,102.2,372.5,Very Poor
Kolkata,2015-02-25,331.7,525.7,106.6,80.4,85.4,42.0,2.38,8.7,48.1,481.7,Severe
Bangalore,2015-02-25,448.5,581.4,8.0,60.2,57.3,0.3,0.18,13.7,44.3,75.1,Satisfactory
Delhi,2015-02-26,92.3,572.9,17.0,87.6,210.2,34.5,5.96,84.7,113.8,205.4,Poor
Mumbai,2015-02-26,391.7,35.4,31.0,109.4,53.9,21.2,8.05,50.9,95.8,175.6,Moderate
Chennai,2015-02-26,168.2,328.7,78.4,81.3,45.6,3.6,2.64,42.1,72.4,337.2,Very Poor
Kolkata,2015-02-26,156.5,311.4,55.9,48.4,13.1,12.7,5.18,3.1,63.7,328.2,Very Poor
Bangalore,2015-02-26,356.0,523.7,189.9,125.4,71.1,9.9,1.17,63.9,75.1,145.4,Moderate
Delhi,2015-02-27,60.5,74.8,163.2,55.4,85.8,33.9,1.28,79.0,168.7,98.7,Satisfactory
Mumbai,2015-02-27,329.3,138.3,182.4,143.7,176.9,2.2,4.18,68.2,121.1,479.3,Severe
Chennai,2015-02-27,43.6,547.5,124.4,3.4,126.3,24.6,9.88,82.6,157.3,198.5,Moderate
Kolkata,2015-02-27,80.7,33.4,183.5,149.3,245.1,14.8,0.03,86.8,36.0,169.3,Moderate
Bangalore,2015-02-27,463.2,535.2,82.4,121.0,10.5,3.8,0.31,33.7,149.2,172.2,Moderate
Delhi,2015-02-28,109.0,169.7,137.1,88.7,56.3,40.5,4.54,54.7,147.9,262.4,Poor
Mumbai,2015-02-28,77.9,422.0,74.7,27.5,17.2,28.8,3.5,23.7,36.7,390.0,Very Poor
Chennai,2015-02-28,496.5,503.7,192.0,36.8,51.9,47.5,5.63,75.5,171.7,207.9,Poor
Kolkata,2015-02-28,389.3,297.3,171.1,93.9,112.3,11.3,6.81,43.4,19.7,247.3,Poor
Bangalore,2015-02-28,234.1,286.6,145.6,66.1,74.8,28.1,8.78,93.3,45.0,387.8,Very Poor
Delhi,2015-03-01,382.8,305.1,36.5,149.4,185.2,37.7,5.45,89.7,145.9,255.1,Poor
Mumbai,2015-03-01,193.3,169.2,99.0,68.3,227.0,8.3,1.63,17.7,133.9,356.5,Very Poor
Chennai,2015-03-01,400.7,96.5,90.0,33.1,119.5,19.2,4.49,47.4,173.1,211.4,Poor
Kolkata,2015-03-01,304.6,476.8,134.7,39.0,213.7,16.5,1.37,77.4,11.9,466.7,Severe
Bangalore,2015-03-01,320.5,471.2,31.8,100.4,231.9,45.1,0.47,64.8,154.7,470.5,Severe
Delhi,2015-03-02,343.1,439.0,35.9,141.3,121.0,44.3,9.66,55.8,18.8,493.1,Severe
Mumbai,2015-03-02,152.2,279.8,14.1,57.1,166.0,49.3,7.21,57.3,72.6,324.9,Very Poor
Chennai,2015-03-02,5.1,284.9,133.8,15.0,246.9,35.4,1.32,90.0,28.2,234.9,Poor
Kolkata,2015-03-02,488.9,330.8,40.7,21.1,73.9,11.0,9.15,33.9,167.3,280.8,Poor
Bangalore,2015-03-02,197.2,61.7,155.7,13.7,67.4,44.1,9.96,25.7,172.7,359.5,Very Poor
Delhi,2015-03-03,154.6,531.1,139.3,53.0,14.4,19.5,2.57,76.5,62.9,326.8,Very Poor
Mumbai,2015-03-03,123.9,256.6,118.4,4.5,22.7,34.2,2.38,10.6,94.3,303.2,Very Poor
Chennai,2015-03-03,492.9,169.5,114.3,122.5,48.8,15.1,7.83,84.5,64.8,172.8,Moderate
Kolkata,2015-03-03,469.0,464.8,99.5,115.5,179.3,15.0,6.14,59.9,119.2,449.5,Severe
Bangalore,2015-03-03,147.2,33.3,148.5,59.6,154.7,36.2,0.39,57.5,126.9,321.1,Very Poor
Delhi,2015-03-04,104.3,431.4,53.8,105.2,0.1,20.7,2.37,84.6,12.1,401.6,Severe
Mumbai,2015-03-04,70.6,413.3,83.0,143.9,190.3,13.6,7.68,84.9,38.0,379.1,Very Poor
Chennai,2015-03-04,377.8,358.0,75.8,64.2,248.8,14.1,3.52,69.0,165.1,309.8,Very Poor
Kolkata,2015-03-04,281.9,195.1,190.1,19.2,39.8,0.3,5.26,57.6,181.8,431.9,Severe
Bangalore,2015-03-04,196.7,278.3,71.3,44.4,68.7,4.9,6.02,25.0,108.7,359.1,Very Poor
Delhi,2015-03-05,267.4,418.6,8.2,134.9,68.7,32.1,5.79,29.5,167.7,417.4,Severe
Mumbai,2015-03-05,479.4,391.2,108.6,75.5,42.1,31.2,8.97,51.5,147.3,351.4,Very Poor
Chennai,2015-03-05,488.9,84.8,168.5,130.0,203.3,11.4,9.65,32.0,83.8,195.6,Moderate
Kolkata,2015-03-05,392.9,65.3,180.5,148.0,37.1,20.1,4.06,14.8,128.3,168.0,Moderate
Bangalore,2015-03-05,217.6,545.8,93.6,144.5,111.2,17.0,6.82,5.4,120.2,375.1,Very Poor
Delhi,2015-03-06,217.0,150.5,38.3,94.6,66.1,5.2,3.37,49.2,112.6,374.7,Very Poor
Mumbai,2015-03-06,457.2,112.0,37.4,73.1,126.6,44.9,9.06,98.6,127.6,188.2,Moderate
Chennai,2015-03-06,385.5,188.1,88.9,55.6,200.8,1.0,4.87,14.8,30.8,158.9,Moderate
Kolkata,2015-03-06,480.4,577.8,41.7,76.7,179.6,24.3,7.17,82.5,167.0,198.5,Moderate
Bangalore,2015-03-06,33.5,391.5,100.2,8.0,194.2,5.2,9.8,51.1,132.4,351.8,Very Poor
Delhi,2015-03-07,341.0,103.3,21.2,134.5,21.0,28.7,8.73,72.7,50.8,491.0,Severe
Mumbai,2015-03-07,234.6,117.5,66.0,148.9,148.0,46.5,3.61,59.8,117.1,388.2,Very Poor
Chennai,2015-03-07,441.8,107.4,45.7,37.5,227.4,38.1,5.91,56.8,132.3,148.7,Moderate
Kolkata,2015-03-07,50.2,592.4,109.3,28.5,175.2,34.9,5.59,52.5,74.0,144.7,Moderate
Bangalore,2015-03-07,72.3,384.2,17.4,100.8,4.1,13.9,6.22,47.3,198.9,342.6,Very Poor
Delhi,2015-03-08,186.3,353.5,189.4,35.7,143.4,25.9,4.94,43.2,172.5,351.1,Very Poor
Mumbai,2015-03-08,6.2,545.5,89.7,104.4,63.2,48.6,8.27,62.1,90.0,178.3,Moderate
Chennai,2015-03-08,80.0,550.9,26.0,124.3,16.8,7.4,7.84,4.7,111.7,172.9,Moderate
Kolkata,2015-03-08,340.5,597.9,7.7,92.0,235.6,3.1,8.26,61.9,8.6,490.5,Severe
Bangalore,2015-03-08,314.7,280.0,77.5,93.2,179.7,7.8,5.68,14.4,177.3,464.7,Severe
Delhi,2015-03-09,454.9,369.8,55.5,142.0,83.2,5.0,2.34,36.1,4.7,324.6,Very Poor
Mumbai,2015-03-09,191.9,322.1,38.5,142.2,200.2,40.8,4.05,17.7,63.8,355.4,Very Poor
Chennai,2015-03-09,460.5,155.6,104.7,79.7,26.8,41.9,6.53,41.7,21.7,156.5,Moderate
Kolkata,2015-03-09,381.5,468.1,183.1,46.3,216.0,14.0,1.81,36.3,128.7,454.2,Severe
Bangalore,2015-03-09,362.7,110.1,154.6,83.8,90.4,6.0,8.65,55.8,197.9,274.4,Poor
Delhi,2015-03-10,59.5,293.3,10.3,145.1,23.5,40.8,5.14,27.4,62.6,243.3,Poor
Mumbai,2015-03-10,151.0,223.6,196.8,12.7,246.1,49.5,9.68,40.3,196.1,324.0,Very Poor
Chennai,2015-03-10,70.7,175.8,199.6,71.3,219.3,5.8,7.44,1.4,42.0,167.9,Moderate
Kolkata,2015-03-10,145.5,260.6,10.9,117.2,107.0,33.0,8.94,33.8,92.7,319.8,Very Poor
Bangalore,2015-03-10,361.6,470.5,74.0,141.8,34.7,45.8,6.89,92.3,95.9,457.7,Severe
Delhi,2015-03-11,392.8,507.7,50.0,132.2,222.8,3.3,2.96,5.9,43.5,152.2,Moderate
Mumbai,2015-03-11,310.2,270.7,154.3,38.7,102.8,39.0,7.8,94.2,110.7,460.2,Severe
Chennai,2015-03-11,462.4,438.2,49.2,63.4,58.6,35.2,5.4,17.9,91.0,411.3,Severe
Kolkata,2015-03-11,455.4,196.5,130.3,76.0,220.3,23.9,3.32,14.9,165.0,195.6,Moderate
Bangalore,2015-03-11,5.3,306.2,58.3,78.5,69.6,13.3,2.85,65.6,157.4,256.2,Poor
Delhi,2015-03-12,351.1,45.8,191.9,147.7,93.6,49.6,8.38,82.6,107.6,179.7,Moderate
Mumbai,2015-03-12,428.5,291.7,24.6,2.0,61.1,25.1,7.41,70.7,46.1,241.7,Poor
Chennai,2015-03-12,68.9,239.9,197.1,16.3,207.2,44.0,0.66,6.7,113.6,193.3,Moderate
Kolkata,2015-03-12,419.2,128.7,74.4,115.5,96.9,32.0,3.8,89.5,104.7,135.5,Moderate
Bangalore,2015-03-12,156.2,558.5,22.8,8.3,193.7,3.0,8.97,90.2,136.9,328.0,Very Poor
Delhi,2015-03-13,134.0,114.7,139.8,96.8,115.8,4.2,2.91,92.0,174.9,311.0,Very Poor
Mumbai,2015-03-13,184.7,444.8,110.3,29.4,20.0,17.3,6.28,20.9,112.2,420.8,Severe
Chennai,2015-03-13,80.9,525.4,146.2,118.7,235.7,48.7,2.04,39.7,99.4,168.9,Moderate
Kolkata,2015-03-13,493.1,371.7,148.8,110.6,76.6,24.4,2.87,2.3,33.1,326.9,Very Poor
Bangalore,2015-03-13,496.9,129.7,73.2,58.1,173.3,16.2,2.46,33.6,16.9,120.1,Moderate
Delhi,2015-03-14,130.0,235.0,56.6,4.6,170.8,25.2,3.19,60.5,189.6,307.9,Very Poor
Mumbai,2015-03-14,375.8,253.9,157.7,62.5,83.7,24.5,5.35,76.1,125.7,203.9,Poor
Chennai,2015-03-14,416.8,378.7,98.2,85.4,72.9,29.7,3.23,26.1,117.5,335.7,Very Poor
Kolkata,2015-03-14,145.0,564.4,105.4,115.8,49.6,22.3,8.93,40.6,54.8,319.4,Very Poor
Bangalore,2015-03-14,60.6,186.0,53.0,59.1,200.6,22.1,1.03,48.5,102.2,157.5,Moderate
Delhi,2015-03-15,429.2,20.0,99.7,45.4,69.3,41.4,7.73,93.0,67.2,171.6,Moderate
Mumbai,2015-03-15,430.9,40.1,96.9,20.1,178.6,31.7,5.64,83.8,41.6,145.4,Moderate
Chennai,2015-03-15,345.9,333.4,4.7,88.1,34.4,37.0,4.97,84.3,105.2,495.9,Severe
Kolkata,2015-03-15,380.3,446.7,171.3,138.3,200.0,29.9,6.67,42.6,152.2,423.5,Severe
Bangalore,2015-03-15,50.0,60.8,75.6,3.3,164.8,9.6,1.86,45.1,44.0,92.4,Satisfactory
Delhi,2015-03-16,155.4,358.4,114.2,62.8,232.0,25.3,0.82,9.7,89.1,327.4,Very Poor
Mumbai,2015-03-16,43.5,458.1,9.1,99.6,54.2,3.5,4.99,72.3,58.1,439.9,Severe
Chennai,2015-03-16,383.0,424.2,66.9,72.9,185.2,7.8,9.96,91.1,151.3,392.7,Very Poor
Kolkata,2015-03-16,207.1,165.5,162.7,94.7,6.5,29.2,7.92,14.8,23.3,367.1,Very Poor
Bangalore,2015-03-16,493.3,567.3,64.2,8.9,173.3,5.6,2.08,57.4,85.2,85.2,Satisfactory
Delhi,2015-03-17,348.1,361.7,91.9,139.4,88.6,49.4,1.82,60.5,67.7,498.1,Severe
Mumbai,2015-03-17,427.8,106.6,105.1,39.8,240.8,42.1,8.64,12.3,193.4,262.9,Poor
Chennai,2015-03-17,171.4,463.6,34.6,23.0,214.3,29.4,8.02,34.5,44.9,447.8,Severe
Kolkata,2015-03-17,31.5,362.1,156.0,73.8,240.7,38.5,7.03,33.7,61.5,314.9,Very Poor
Bangalore,2015-03-17,220.7,322.2,55.5,58.4,125.8,27.3,6.57,58.6,123.4,377.5,Very Poor
Delhi,2015-03-18,441.6,289.1,92.1,131.6,47.9,34.0,3.31,54.3,185.5,242.9,Poor
Mumbai,2015-03-18,467.9,580.5,162.3,70.4,78.0,33.2,6.29,62.3,196.1,269.8,Poor
Chennai,2015-03-18,386.2,10.8,135.0,35.0,175.1,6.6,4.5,72.1,171.0,206.1,Poor
Kolkata,2015-03-18,243.7,92.3,44.0,70.5,46.0,4.8,0.79,64.6,37.3,395.2,Very Poor
Bangalore,2015-03-18,112.7,466.3,135.8,100.2,221.1,40.3,5.25,99.6,33.1,451.6,Severe
Delhi,2015-03-19,134.6,542.3,104.6,94.3,185.4,9.6,4.72,36.9,102.4,311.4,Very Poor
Mumbai,2015-03-19,73.5,582.4,166.2,148.6,56.9,13.6,6.06,32.3,195.1,267.3,Poor
Chennai,2015-03-19,476.8,580.7,0.0,18.9,17.6,45.2,8.97,58.6,138.1,187.1,Moderate
Kolkata,2015-03-19,62.6,449.5,54.0,52.2,70.9,26.8,6.67,89.2,197.1,427.5,Severe
Bangalore,2015-03-19,246.6,489.0,31.9,139.9,232.5,16.2,7.54,13.5,133.1,484.2,Severe
Delhi,2015-03-20,102.7,348.6,108.7,130.1,151.2,17.7,4.24,91.3,151.7,298.6,Poor
Mumbai,2015-03-20,281.8,267.7,160.0,70.0,142.6,6.8,9.58,98.9,85.0,431.8,Severe
Chennai,2015-03-20,484.7,500.7,39.2,125.4,58.6,19.0,0.79,73.3,10.0,145.4,Moderate
Kolkata,2015-03-20,127.1,11.7,41.4,29.0,13.7,11.8,6.31,7.8,175.9,305.7,Very Poor
Bangalore,2015-03-20,17.5,395.7,59.1,143.2,60.5,34.7,9.41,1.0,69.0,357.0,Very Poor
Delhi,2015-03-21,117.6,424.2,191.5,83.7,172.2,19.8,8.62,70.2,18.7,392.7,Very Poor
Mumbai,2015-03-21,443.6,143.4,4.7,67.0,191.9,1.9,2.27,49.2,32.9,129.2,Moderate
Chennai,2015-03-21,87.8,113.8,70.6,13.3,188.0,44.6,4.28,14.1,28.0,192.5,Moderate
Kolkata,2015-03-21,323.9,537.1,5.3,24.6,18.9,43.4,7.58,17.0,115.7,473.9,Severe
Bangalore,2015-03-21,174.8,205.0,119.5,103.5,35.1,39.9,4.56,54.4,193.1,342.3,Very Poor
Delhi,2015-03-22,301.5,144.0,49.9,55.6,177.7,14.1,3.54,60.7,61.7,451.5,Severe
Mumbai,2015-03-22,133.8,364.7,57.6,13.2,106.5,36.7,4.01,57.8,194.0,318.2,Very Poor
Chennai,2015-03-22,329.6,107.5,35.5,133.1,18.3,39.7,0.14,26.9,119.0,479.6,Severe
Kolkata,2015-03-22,488.6,208.1,37.1,96.9,202.9,18.4,1.21,30.9,82.0,172.2,Moderate
Bangalore,2015-03-22,24.7,417.5,185.4,149.7,32.5,11.1,1.61,82.5,120.8,384.3,Very Poor
Delhi,2015-03-23,439.1,540.0,184.2,68.6,182.8,41.2,6.0,93.0,134.5,150.5,Moderate
Mumbai,2015-03-23,325.7,593.6,171.4,72.1,221.0,45.8,4.41,77.9,148.4,475.7,Severe
Chennai,2015-03-23,156.6,237.5,191.4,6.3,87.0,22.0,9.38,85.7,87.7,328.3,Very Poor
Kolkata,2015-03-23,442.5,9.8,172.4,130.6,129.9,24.5,6.55,27.8,128.0,156.8,Moderate
Bangalore,2015-03-23,331.9,16.8,164.3,118.1,48.5,48.0,2.06,30.2,20.4,481.9,Severe
Delhi,2015-03-24,437.8,293.9,76.3,47.2,161.6,25.7,2.92,41.0,19.5,243.9,Poor
Mumbai,2015-03-24,52.3,271.9,139.9,119.8,70.2,34.7,1.1,22.6,38.9,221.9,Poor
Chennai,2015-03-24,221.5,146.3,0.0,149.0,101.9,30.5,4.23,64.7,127.3,378.1,Very Poor
Kolkata,2015-03-24,236.3,56.8,117.7,43.5,147.5,30.4,2.37,46.7,0.0,389.5,Very Poor
Bangalore,2015-03-24,428.4,588.4,18.7,57.9,105.6,22.6,7.08,71.4,189.6,253.3,Poor
Delhi,2015-03-25,450.7,234.8,125.4,94.8,6.9,38.7,4.21,99.7,193.7,263.7,Poor
Mumbai,2015-03-25,430.0,300.4,166.2,148.1,247.9,6.8,8.12,50.6,138.3,250.4,Poor
Chennai,2015-03-25,383.7,407.2,117.7,112.2,4.9,20.3,7.14,79.2,171.1,371.4,Very Poor
Kolkata,2015-03-25,224.5,374.0,19.8,148.8,240.3,18.6,5.98,74.3,115.7,380.4,Very Poor
Bangalore,2015-03-25,46.1,358.7,77.0,148.6,200.5,41.2,2.82,13.6,64.3,310.6,Very Poor
Delhi,2015-03-26,285.7,577.6,5.9,81.0,211.1,10.3,6.68,88.4,156.5,435.7,Severe
Mumbai,2015-03-26,319.0,73.3,52.2,71.9,220.5,26.2,3.01,28.6,94.9,469.0,Severe
Chennai,2015-03-26,64.3,372.7,132.2,70.0,88.4,32.4,7.0,59.6,103.7,328.2,Very Poor
Kolkata,2015-03-26,223.1,78.3,14.0,7.8,188.0,6.5,8.58,8.0,68.8,379.4,Very Poor
Bangalore,2015-03-26,106.4,595.3,179.7,26.1,146.3,21.2,9.66,34.4,79.5,253.6,Poor
Delhi,2015-03-27,73.3,306.6,124.4,43.7,159.1,31.9,5.43,49.4,50.1,256.6,Poor
Mumbai,2015-03-27,252.0,220.2,193.4,68.1,24.7,36.3,0.57,73.4,95.4,402.0,Severe
Chennai,2015-03-27,14.2,557.4,7.5,111.3,73.3,20.9,3.78,96.1,190.7,256.1,Poor
Kolkata,2015-03-27,364.4,126.2,150.1,50.0,175.1,15.3,4.77,70.3,25.1,134.5,Moderate
Bangalore,2015-03-27,200.3,304.6,155.9,132.0,213.8,25.6,1.29,16.2,36.0,361.9,Very Poor
Delhi,2015-03-28,158.3,529.7,198.0,131.3,233.4,15.9,8.72,59.1,141.7,329.6,Very Poor
Mumbai,2015-03-28,346.4,410.5,104.1,34.9,215.1,49.7,1.46,81.0,77.8,496.4,Severe
Chennai,2015-03-28,395.8,72.3,40.2,141.3,248.1,6.8,7.56,37.4,17.7,169.4,Moderate
Kolkata,2015-03-28,118.6,125.2,34.9,144.8,88.1,5.8,3.1,25.0,2.2,295.2,Poor
Bangalore,2015-03-28,371.3,579.8,199.3,116.1,47.5,46.0,6.35,51.5,54.9,154.3,Moderate
Delhi,2015-03-29,383.4,137.4,2.9,19.1,248.7,29.1,0.78,24.4,101.9,125.2,Moderate
Mumbai,2015-03-29,278.2,57.1,24.8,30.7,127.1,6.5,0.75,73.4,26.6,428.2,Severe
Chennai,2015-03-29,77.6,203.2,102.0,139.6,155.3,9.8,4.41,93.4,60.6,168.9,Moderate
Kolkata,2015-03-29,34.4,330.0,149.6,5.4,34.6,25.2,6.47,50.4,5.2,280.0,Poor
Bangalore,2015-03-29,100.6,241.9,108.1,10.0,127.3,15.5,6.28,45.1,24.8,233.8,Poor
Delhi,2015-03-30,483.8,272.3,131.7,125.1,96.8,29.9,8.06,52.0,184.7,240.9,Poor
Mumbai,2015-03-30,427.7,437.0,36.2,13.8,76.2,17.7,8.4,6.1,58.1,409.6,Severe
Chennai,2015-03-30,375.3,133.0,109.2,76.8,218.0,14.6,4.73,9.8,178.8,225.9,Poor
Kolkata,2015-03-30,328.6,42.9,140.2,101.1,60.7,40.9,8.03,79.3,18.5,478.6,Severe
Bangalore,2015-03-30,328.8,213.9,113.0,73.1,137.1,35.3,0.62,16.8,43.2,478.8,Severe
Delhi,2015-03-31,407.3,518.9,26.4,147.8,101.4,44.5,6.17,56.8,61.3,167.8,Moderate
Mumbai,2015-03-31,488.3,433.8,1.0,130.1,174.8,46.3,6.16,97.9,82.5,405.0,Severe
Chennai,2015-03-31,90.4,153.5,5.0,125.9,83.2,41.0,1.81,42.4,199.4,278.2,Poor
Kolkata,2015-03-31,459.6,263.0,13.5,31.8,197.1,33.5,1.3,70.9,126.9,213.0,Poor
Bangalore,2015-03-31,498.1,421.4,19.9,114.7,13.3,44.1,6.65,23.6,117.3,389.2,Very Poor
Delhi,2015-04-01,497.0,199.0,138.6,15.1,45.1,32.2,4.71,49.5,91.8,166.1,Moderate
Mumbai,2015-04-01,264.6,520.1,195.9,149.7,63.0,18.6,6.6,91.8,139.7,414.6,Severe
Chennai,2015-04-01,267.8,140.3,168.9,75.3,126.9,46.6,3.76,23.6,172.2,417.8,Severe
Kolkata,2015-04-01,59.0,513.9,110.3,101.1,237.9,43.6,4.25,23.0,25.0,127.9,Moderate
Bangalore,2015-04-01,89.9,41.4,174.2,27.1,86.5,4.0,3.06,45.8,8.9,199.7,Moderate
Delhi,2015-04-02,341.5,588.2,47.7,100.0,28.3,37.1,5.71,25.8,75.1,491.5,Severe
Mumbai,2015-04-02,245.6,489.9,45.4,74.9,78.0,15.3,1.51,6.1,149.5,485.5,Severe
Chennai,2015-04-02,388.9,156.8,52.7,3.9,191.9,11.0,9.63,39.7,82.7,195.4,Moderate
Kolkata,2015-04-02,270.8,294.7,10.6,16.8,227.9,18.4,9.52,69.2,70.9,420.8,Severe
Bangalore,2015-04-02,303.2,328.1,160.1,92.0,124.5,43.4,8.15,30.3,80.1,453.2,Severe
Delhi,2015-04-03,157.0,337.3,149.0,100.6,206.0,36.2,9.88,33.1,169.7,328.6,Very Poor
Mumbai,2015-04-03,214.3,35.5,32.1,136.1,126.1,20.9,8.6,28.7,137.4,372.6,Very Poor
Chennai,2015-04-03,106.6,109.0,159.8,31.1,19.3,30.9,3.58,42.0,108.7,254.3,Poor
Kolkata,2015-04-03,289.2,256.9,198.3,124.8,137.4,4.7,5.45,51.5,67.6,439.2,Severe
Bangalore,2015-04-03,289.0,390.8,20.1,97.0,191.5,17.0,2.89,7.8,60.7,439.0,Severe
Delhi,2015-04-04,419.1,31.5,178.9,83.8,161.1,29.6,8.36,48.7,2.9,179.4,Moderate
Mumbai,2015-04-04,278.4,340.4,25.7,73.9,111.7,48.8,9.27,42.8,42.6,428.4,Severe
Chennai,2015-04-04,177.9,509.7,51.3,118.6,32.9,36.9,2.51,76.8,109.8,344.7,Very Poor
Kolkata,2015-04-04,183.6,585.6,47.2,44.0,207.6,49.2,3.5,69.9,22.2,349.0,Very Poor
Bangalore,2015-04-04,62.6,454.7,155.9,133.9,226.2,9.5,9.23,29.9,118.6,435.0,Severe
Delhi,2015-04-05,376.9,236.2,30.2,42.6,162.2,20.9,6.27,74.8,7.7,190.8,Moderate
Mumbai,2015-04-05,182.1,549.6,46.1,54.9,131.9,25.8,9.81,46.4,192.0,347.9,Very Poor
Chennai,2015-04-05,388.0,322.6,72.5,75.4,106.2,14.6,7.48,45.0,11.0,272.6,Poor
Kolkata,2015-04-05,491.4,351.9,26.4,21.7,190.0,24.5,3.62,32.8,108.3,302.1,Very Poor
Bangalore,2015-04-05,244.9,38.6,186.7,87.3,121.1,21.4,4.45,5.8,45.3,396.1,Very Poor
Delhi,2015-04-06,131.4,175.9,6.5,50.1,150.4,15.8,8.33,32.0,5.2,309.0,Very Poor
Mumbai,2015-04-06,262.4,432.3,41.7,37.1,201.3,9.4,4.35,89.5,145.9,412.4,Severe
Chennai,2015-04-06,292.5,186.3,140.7,21.2,216.1,10.0,4.43,91.5,97.0,442.5,Severe
Kolkata,2015-04-06,7.3,254.2,154.3,126.7,237.3,35.5,5.31,57.6,105.7,204.2,Poor
Bangalore,2015-04-06,454.3,212.3,182.1,59.6,217.1,23.7,6.86,71.0,67.6,175.0,Moderate
Delhi,2015-04-07,202.9,410.3,142.8,19.1,218.4,8.1,7.79,88.5,173.7,375.3,Very Poor
Mumbai,2015-04-07,253.6,347.4,84.9,79.2,100.8,22.1,4.46,94.3,68.3,403.6,Severe
Chennai,2015-04-07,233.4,577.7,14.0,137.3,233.7,20.5,9.75,38.2,195.9,387.3,Very Poor
